1011683556,hull;concrete_thing #shell N
2001288201,fetter;do #handcuff V
1015010703,compound;thing #salt N
1004194289,vessel;thing #ship N
1008972521,country;thing #New_Zealand N
1003623556,edge_tool;thing;object;cutlery #knife N
1009718217,asian;person #japanese N
1007221094,message;thing #tale N
1008286163,body;thing #university N
1015163979,weekday;thing #monday N
1006492939,bill;thing #menu N
1002691156,heavier-than-air_craft;thing #airplane N
1014447908,wellbeing;thing #health N
1003531281,headdress;thing #hood N
1009575548,titan;thing #atlas N
1000622266,struggle;thing #wrestling N
1003793489,electronic_device;thing;object #mouse N
1004726724,quality;thing #nature N
1012159804,marrow;thing;food #zucchini N
3001531957,adj #medium J
1002881193,vessel;thing #bowl N
3000888765,adj #jealous J
1013390139,coin;thing #nickel N
3001452593,adj #loud J
2002194286,have_taste;be #taste V
1010862281,educator;thing #braille N
1002958343,motor_vehicle;thing;vehicle #car N
1009989502,performer;thing;living_thing;person #dancer N
1004023249,tool;thing #puncher N
1103148324,storage_space;thing #cupboard N
1002935891,restaurant;thing;place;organization #cafeteria N
1008910668,asian_country;thing #Iran N
1000480993,court_game;thing;games #basketball N
1003467984,weapon;thing #gun N
1007224151,informing;thing #warning N
1002852523,artifact;thing;object #blocks N
4000021878,how #sometimes A
4000025290,how #anywhere A
1002928608,fastener;thing #button N
1006000644,science;thing #mathematics N
1002979836,bandage;thing #cast N
1108664443,point;thing #spot N
1012164656,sweet_melon;thing;food #cantaloupe N
1007452074,ceremony;thing #wedding N
1003537085,noisemaker;thing #horn N
1004251983,figure;thing #snowman N
2002050132,cross;do #pass V
1003015254,cabinet;concrete_thing #dresser N
1010352299,person;thing #neighbour N
1013913566,solid;thing #stamp N
1005907682,scheme;thing #plot N
3000153898,adj #ashamed J
1004223580,plumbing_fixture;thing #sink N
1003990474,cooking_utensil;thing #pot N
1009043052,african_country;thing #Uganda N
1009475292,body_of_water;thing #waterfall N
1003728437,lighter;thing #matches N
1007668702,meat;thing #pork N
4000387666,how #left A
2000955148,convey;do #mean V
1003972524,pouch;thing #pocket N
1009376198,body_of_water;thing #ocean N
4000149510,how #really A
1013984944,shade;thing #shadow N
2002551144,save;do #rescue V
1011524662,atmospheric_phenomenon;thing #weather N
1009937489,reactionary;thing #blimp N
1002481823,great_ape;thing;living_thing #chimpanzee N
1010148035,participant;thing #groom N
2001393339,absorb;do #mop V
2002119874,rub;do #scratch V
4000161630,how #tardily A
3002385102,adj;appearance #tall J
1008437515,vegetation;thing #thicket N
3002460502,adj #true J
1010780632,woman;thing;living_thing;person #wife N
2000644583,examine;do #study V
1003074855,device;thing;object #comb N
1007828987,condiment;thing #vinegar N
1004202417,institution;place #store N
1103137228,path;thing #crossover N
1015199033,jewish_holy_day;thing #hannukah N
1002892767,undergarment;thing #brassiere N
1109466280,thing #world N
2002020590,arrive;do #reach V
1006648724,evidence;thing #statement N
1000021265,substance;thing;food #food N
3000281657,adj;appearance #shiny J
3000303727,adj #stormy J
3000385756,adj #yellow J
3001766133,adj;feelings #confused J
1001041968,worship;thing #supplication N
1004555897,timepiece;thing #watch N
1010443032,craftsman;thing;living_thing #plumber N
1006422740,handbook;thing #guide N
1009113901,town;thing;place #New_Brunswick N
1003733281,system;thing #maze N
2002321757,filch;do #steal V
2001951480,direct;do #send V
3001816376,adj #favorite J
3002269794,quantity #every J
1005715283,sensation;thing #taste N
1007832902,sauce;thing #dressing N
1009095023,american_state;thing #Massachusetts N
1010707804,criminal;thing;living_thing;person #thief N
1011525955,weather;thing #wind N
4000158309,how #precisely A
1015201116,legal_holiday;thing #thanksgiving N
1006749881,prediction;thing #prognosis N
2001545649,be #kneel V
1009448361,body_of_water;thing;place #stream N
1014844693,earth;thing #soil N
4000048138,how #finally A
1009358358,satellite;thing;place #moon N
1012020507,flower;thing #marigold N
2001329239,fasten;do #stitch V
4000015953,how #severely A
1002800213,baseball_equipment;thing #mitt N
1005121418,abstract_thing #number N
1013112664,woody_plant;thing #bush N
1003610524,outbuilding;thing;place #kennel N
1007007945,information #play N
1003438257,container;thing #glass N
1009567767,greek_deity;thing #nike N
1013882961,parallelogram;thing #rhombus N
4000144722,how #surely A
1006818121,mark;thing #pointer N
1005259914,braid;thing #pigtails N
1005577410,digit;thing #toes N
1007309599,abstract_thing #time N
1002219486,hymenopterous_insect;thing;living_thing #ant N
1109334396,area;place #land N
3000116744,adj #bitter J
1007891726,alcohol;thing #wine N
1003032252,theater;thing #cinema N
1002906734,cleaning_implement;thing #broom N
3000596511,adj #straight J
1003479952,corridor;thing #hallway N
1003038685,room;thing;place #classroom N
3001930512,adj;appearance #ready J
1009105821,american_state;thing #Missouri N
1007699584,pasta;thing;food #noodles N
4000025728,how #everywhere A
3000085630,adj;feelings #excited J
1008401248,division;thing #subdivision N
1004099429,vehicle;thing #rocket N
1009112282,american_state;thing #New_Jersey N
1104105893,area;thing #room N
3002064745,adj;appearance #different J
1005714466,smell;thing #perfume N
1006282651,communication;thing #language N
1013152742,plant_organ;thing #leafage N
1014548343,unfitness;thing #impairment N
1004272054,optical_instrument;thing #glasses N
1003057021,overgarment;thing #coat N
1007859583,sweetening;thing #sirup N
2001573515,separate;occur #tear V
1007003119,artwork;thing #drawing N
4000244043,how #northwards A
2001262936,strip;do #peel V
2000326773,cook;occur #grill V
1002848216,cutting_implement;thing #blade N
1000455599,activity;thing;games #game N
1009907196,head_of_state;thing #prime_minister N
1002374451,equine;thing;living_thing #horse N
2001994442,travel;do #withdraw V
1013883346,parallelogram;thing #rectangle N
1008766988,european_country;thing #Germany N
1104235291,vehicle;thing #sleigh N
2001850315,do #move V
1006275095,telegram;thing #cablegram N
1003807537,table_linen;thing #serviette N
1003110669,brass;thing #trumpet N
1009876454,male_sibling;thing;living_thing;person #brother N
4000040365,how #again A
1002125311,wildcat;thing #puma N
1000429949,diversion;thing #fun N
1010280674,performer;thing;living_thing #magician N
1008953324,european_country;thing #Iceland N
1014580897,substance;thing #stuff N
1005238282,connective_tissue;thing #skin N
1010470779,clergyman;thing;living_thing #priest N
1009353109,extraterrestrial_object;thing #meteor N
1004952944,brightness;thing #sparkle N
1002484322,primate;thing;living_thing #monkey N
1009963574,cook;thing #chef N
1002946921,container;thing #tin N
1003788195,place_of_worship;thing #mosque N
2000140751,change;occur #switch_over V
1001699831,archosaur;thing;living_thing #dinosaur N
3000781644,adj #blurry J
2002641035,hesitate;be #pause V
1015211189,gregorian_calendar_month;thing #april N
1013744722,digit;thing #6 N
1003604156,record_player;thing #nickelodeon N
2000014742,rest;occur #sleep V
1006413889,book;thing;object;reading_thing #folder N
1003191029,cube;thing #die N
1004070727,white_goods;thing #refrigerator N
4000323786,how #east A
1004549629,rod;thing #wand N
2001215137,seize;do #pick_up V
1003690938,toiletry;thing #lotion N
1009328904,body_of_water;thing;place #lake N
1002404186,cattle;thing #beef N
1008705397,african_country;thing #Algeria N
1009229709,globule;thing #bubbles N
1009480556,river;thing;place #Wisconsin N
1003975926,fire_iron;thing #salamander N
1006333653,language_unit;thing;communication #name N
2000697589,choose;do #decide V
1009165613,african_country;thing #Zambia N
1006613686,show;thing #movie N
1011878283,crucifer;thing #mustard N
1104344246,workplace;thing #studio N
1004154565,hand_tool;thing #screwdriver N
1010783646,worker;thing #wiper N
1012246232,shrub;thing;food #blueberry N
1102774152,container;thing #purse N
2000897241,greet;do #recognize V
1009082540,american_state;thing #Illinois N
1003380724,stool;thing #footrest N
1009470550,crack;thing #volcano N
1003609235,canoe;thing #kayak N
1013968092,action #employment N
2002324026,take;do #borrow V
1015210045,gregorian_calendar_month;thing #january N
1009470762,terrestrial_planet;thing;place #Venus N
1015211484,gregorian_calendar_month;thing #may N
3000370869,adj #blue J
1003167666,platform;thing #deck N
1004387400,drum;thing #tambourine N
1000283568,action #walk N
1005563266,vertebrate_foot;thing #foot N
1001613294,bird_of_prey;thing;living_thing #eagle N
1000432689,pastime;thing #sideline N
1007527352,emotion;thing #joyfulness N
1010129825,woman;living_thing;person #girl N
4000243938,how #south A
1008226699,community;thing;place #village N
1008967484,country;thing #Mauritius N
1003467517,musical_instrument;thing #guitar N
2000616498,neglect;do #skip_over V
1013163991,branch;thing #twig N
1007575076,meal;thing;food #lunch N
1003017428,flue;thing #chimney N
3001807964,adj;appearance #delicious J
1103128248,writing_implement;thing #crayon N
1004295881,structure;thing #stadium N
1004096066,way;thing #route N
1003405725,furnishing;thing;object #furniture N
3000781974,adj #cloudy J
1004556204,band;thing;object #bracelet N
1013878306,conic_section;thing #oval N
1012454159,liliaceous_plant;thing #tulip N
1015121406,past;thing #history N
2000784342,ask;do #inquire V
2000676450,choose;do #pick V
1007686873,bread;thing;food #toast N
1008613593,region;thing #outside N
2001921964,go_up;do #climb V
3001030022,adj #curly J
1009133010,american_state;thing #Oregon N
3000113818,adj;feelings #angry J
3000123485,adj #later J
1000624738,effort;thing #exercise N
1004100620,radiogram;thing #x-ray N
1003141823,staff;thing #crutch N
1009044714,city;thing;place #Dubai N
1005599617,feature;thing #chin N
4000069901,how #loudly A
1003589791,coat;thing #jacket N
1014992945,covering_material;thing #puddle N
1003003091,writing_implement;thing #chalk N
1004038727,framework;thing #rack N
1014444326,market;thing #monopoly N
1015156187,time #yesterday N
2101345109,close;do #close V
1013911872,disk;thing #point N
2000345761,begin;do #start_out V
1007707451,produce;thing;food #vegetable N
1004426788,cord;thing #thread N
1010770059,guard;thing;living_thing;person #security_guard N
1004469514,gymnastic_apparatus;thing #trampoline N
1001811909,columbiform_bird;thing;living_thing #pigeon N
1003472112,athletic_facility;thing #gym N
3001275562,adj;appearance #important J
2002573275,steal;do #rip_off V
2000005815,expectorate;occur #cough V
1007573696,nutriment;thing #repast N
1006277135,broadcasting;thing #wireless N
1003721384,musical_instrument;thing #xylophone N
1004256891,ball;thing #softball N
2001849221,move;do #come V
1011835568,vegetable;thing;food #spinach N
2001826723,be #hope V
1006341340,title;thing #mr N
3000339941,adj;feelings #shy J
1007643981,dainty;thing;food #jelly N
1010437262,thief;thing #plagiarist N
1002924116,public_transport;thing #omnibus N
1008900535,asian_country;thing #India N
1004148054,edge_tool;thing #scissors N
1010142747,grandparent;thing;person;living_thing #grandma N
1003442756,game_equipment;thing #goal N
2000324560,cook;do #roast V
1007574602,meal;thing #breakfast N
1009452395,wetland;thing;place #swamp N
2000853633,say;do #joke V
1007609840,course;thing #sweet N
1002807731,room;thing;place #bathroom N
1009424642,jovian_planet;thing;place #Saturn N
1007700964,pasta;thing #macaroni N
3000529657,adj;appearance #calm J
1011842204,succulent;thing #cactus N
1009198106,continent;thing;place #Antarctica N
1006784639,problem;thing #puzzles N
1010034906,operator;thing;living_thing;person #driver N
1005558717,organ #back N
1009812338,creator;thing;living_thing #artist N
1004497962,passageway;thing #tunnel N
1002887079,dental_appliance;thing #braces N
1013744916,digit;thing #7 N
1012158443,squash;thing #pumpkin N
1000949619,application;thing #technology N
2001309701,remove;do #dig V
1007859284,sweetening;thing #sugar N
1009436708,atmosphere;thing #sky N
1003964744,artifact;thing #toy N
3000749230,adj #easy J
1007303335,fire;thing #bonfire N
4000074641,how #frontward A
1008822202,canadian_province;thing;place #Alberta N
2002210855,do #get V
1102729965,device;thing #gadget N
1013265011,acquisition;thing #gift N
2002207206,acquire;do #buy V
1013882276,polygon;thing #hexagon N
1006929742,sinitic;abstract_thing #chinese N
2000892315,express_gratitude;do #thank V
1009067277,american_state;thing #Colorado N
4000107416,how #recently A
2000641672,calculate;do #multiply V
1007575984,meal;thing #supper N
1008308497,meeting;thing #conference N
1002761392,mechanism;thing #robot N
1008849753,european_country;thing #Belgium N
1007745940,berry;thing;food #strawberry N
1007713895,cruciferous_vegetable;thing #cabbage N
2002657219,equal;occur #tally V
2001439190,seize;do #catch V
1008831004,country;thing #Australia N
1004548362,case;thing #wallet N
3000278551,adj;appearance #bright J
1002730930,protective_garment;thing #apron N
1013001041,agaric;thing #mushroom N
1005269901,connective_tissue;thing #bone N
1006279326,electronic_communication;thing #email N
1015235126,time_unit;thing #second N
1012274863,scrub_oak;thing #blackjack N
2100126264,change;do #modify V
1009882007,businessperson;thing;living_thing #businessman N
2001963942,skip;do #jump V
1002887209,support;thing #brace N
3001258264,adj #wintry J
2000319886,cook;do #bake V
4000033922,how #soon A
1008894456,principality;thing;place #Wales N
3002276752,adj #fizzy J
1007712559,snack_food;thing #crisp N
1014956325,soil;thing #mud N
1007751004,edible_fruit;thing;food #peach N
1009092497,american_state;thing #maine N
1003773035,functional_thing #mirror N
3001148283,adj;feelings #happy J
1005564590,extremity;thing #hand N
4100004722,how #simply A
1015164463,weekday;thing #friday N
1008761244,scandinavian_country;thing #Denmark N
2002078453,mark;do #track V
1002206856,hymenopterous_insect;thing #bee N
1003179701,table;thing #desk N
1002785648,dressing;thing;object #bandage N
1008792548,country;thing #Israel N
1107922764,beverage;thing #cocoa N
1002534734,salmonid;thing #salmon N
1007842753,dish;thing #omelette N
1105833840,idea;abstract_thing #thought N
1003642806,portable_computer;thing #laptop N
1010698970,banker;thing #teller N
1000029378,psychological_feature;thing #event N
1000606370,occupation;thing #trade N
1003912496,government_building;thing #pentagon N
2001803380,annoy;do #tease V
1000582388,activity;thing #line N
2001424456,embrace;do #hug V
1003221720,movable_barrier;thing;object #door N
1000471613,ball_game;thing;games #baseball N
1015211806,gregorian_calendar_month;thing #june N
1007636384,cookie;thing #snap N
1010257948,professional;thing;living_thing;person #librarian N
2000856824,evaluate;do #praise V
2001378556,do #distribute V
1003745146,facility;thing;place #zoo N
1005548840,body_part;thing #shoulder N
1007874995,porridge;thing #oatmeal N
1002827883,loop;thing #belt N
1010481268,engineer;thing;living_thing;person #programmer N
1013747199,large_integer;thing #13 N
1010502329,spiritual_leader;thing #rabbi N
3000981304,adj #lazy J
1003380867,covering;thing #footwear N
2001258091,cut;do #chop V
1001792042,chicken;thing;food #chick N
1008913434,asian_country;thing #Iraq N
2000729378,inquire;be #wonder V
1002870880,furniture;thing #bookcase N
1008829775,canadian_province;thing;place #Saskatchewan N
2002530167,attempt;do #try V
1004493505,conduit;thing #tubing N
2001892104,slam_to;occur #spring V
1007649854,food;thing #meat N
2001930874,operate;do #drive V
1109416076,natural_object;thing #stone N
1005567217,finger;thing #thumb N
1003619890,room;place #kitchen N
3001126291,adj;appearance #awful J
1010654932,parent;thing #stepparent N
1015203791,time_period #year N
4000019339,how #ever A
1004284002,cutlery;thing #spoon N
1005301072,concrete_thing #tongue N
1010615179,hypocrite;thing #smoothy N
1003303965,opening;thing #exit N
2001912159,pass;occur #traverse V
2000035259,bathe;occur #shower V
1012267677,fruit;thing #acorn N
1009055015,american_state;thing #Alaska N
2000484166,end;do #finish V
1014702875,cement;thing #mucilage N
1007681926,bread;thing;food #crackers N
3000990192,adj #weedy J
4000031304,how #still A
2002127853,miss;do #lose V
1008078020,unit;thing #family N
1007921455,beverage;thing #cyder N
2000182406,join;do #add V
3001123148,adj;appearance #good J
1003211616,display;thing;object #board N
3002368336,adj #sweet J
2001456771,grip;do #pinch V
1015195928,movable_feast;thing #passover N
1008720481,south_american_country;thing #Chile N
1006780678,wit;thing #cartoon N
1007693725,bun;thing;food #bagel N
1004446276,room;thing #toilet N
1004371774,mechanical_device;thing #swing N
1003906997,writing_implement;thing #pen N
1000478262,football;thing #soccer N
1008188638,chorus;thing #choir N
1003542333,restaurant;thing;place;organization # hotel N
3000330506,adj #center J
1008997801,national_capital;thing;place #Singapore N
1004956594,visual_property;thing #colour N
1009332770,lake;thing #Ontario N
2001621555,do #make V
1003207941,white_goods;thing #dish_washer N
1006964901,romance;abstract_thing #french N
1003505207,cushion;thing #headrest N
4000027795,how #yet A
1014540765,condition;thing #danger N
1015188154,movable_feast;thing #easter N
1009883362,driver;thing;living_thing;person #bus_driver N
1005919263,intuition;thing #heart N
2002485844,go_out;do #date V
4000074095,how #ago A
1008552138,region;thing;place #district N
1008806458,city;thing #bologna N
1009818022,traveler;thing;living_thing;person #astronaut N
1005538625,external_body_part;thing #head N
3000243606,adj #blond J
1008984788,european_country;thing #Portugal N
1006272803,action #call N
1009316454,land;thing #island N
3001361863,adj;feelings #sad J
1014947807,rock;thing #marble N
1015212739,gregorian_calendar_month;thing #september N
1015210486,gregorian_calendar_month;thing #february N
3000444519,adj #near J
1010271216,watchman;thing #spotter N
1007583197,dish;thing #soup N
2000037298,groom;do #shave V
1015168790,hour;thing #sunrise N
1012433081,bulb;thing;food #onion N
1003629986,workplace;thing #laboratory N
1007020538,art;thing #dance N
2000044149,dress;do #prink V
2002204692,be #possess V
2000028565,do #smile V
1008523483,area;thing #middle N
1110599806,musician;thing #vocalist N
2000364064,end;do #interrupt V
1002801938,container;thing #basket N
1001037819,sacrament;thing #baptism N
1007850329,dairy_product;thing;food #cheese N
1002324045,leporid;thing;living_thing #rabbit N
1013777344,indefinite_quantity;thing #supply N
1004473432,facility;thing #transportation N
1005898171,apparition;thing #wraith N
1004208936,plumbing_fixture;thing #shower N
1009871364,man;thing;living_thing;person #boyfriend N
1011753700,clover;thing #shamrock N
1003028079,place_of_worship;thing #church N
1005602548,feature;thing #forehead N
1002810471,electrical_device;thing;object #battery N
1000697365,medical_care;thing #shot N
3000967129,adj;appearance #strange J
3000744916,adj #hard J
1002954340,headdress;thing #cap N
2000358431,change_state;occur #die V
1104134339,plaything;thing #sandbox N
3001037540,adj #foreign J
1008965251,country;thing #Maldives N
1009093608,american_state;thing #Maryland N
1003648219,garment;thing #wash N
2002144835,do #hide V
1006518068,commercial_document;thing #coupon N
1009416076,natural_object;thing #rock N
1008928193,african_country;thing #Kenya N
1007428954,geological_phenomenon;thing #earthquake N
1013125117,plant_organ;thing #root N
1004440210,decoration;thing #tinsel N
1003595614,shirt;thing #t-shirt N
2001168468,consume;do #eat V
1002355227,rodent;thing;living_thing #squirrel N
1009809925,musician;thing #arranger N
1103931044,representation;thing #picture N
1001318894,animal;thing;living_thing #pet N
1006286395,information #word N
1115169873,time_period;thing #hebdomad N
2002001858,follow;do #chase V
2002718309,be #share V
1013390040,coin;thing #dime N
1003417345,plot;thing #garden N
2000032981,frown;do #lower V
4000026137,how #someway A
1005145118,value;thing #price N
1003006398,television_station;thing #channel N
1015137890,leisure;thing #vacation N
1003540595,medical_building;thing;place;organization #hospital N
1003291819,container;thing #envelope N
2000759944,commune;do #pray V
4000098714,how #instead A
1005395690,internal_organ;thing #tummy N
1001503061,vertebrate;thing;living_thing #bird N
1003676483,makeup;thing #lipstick N
1008266235,array;thing #table N
3001990172,adj #bent J
1009215664,body_of_water;thing #bay N
1014997012,solid;thing #powder N
1015165490,hour;thing #noon N
1002055803,sphenisciform_seabird;thing;living_thing #penguin N
2001871979,move #push V
1006399995,writing;thing #paragraph N
1009347445,terrestrial_planet;thing;place #Mars N
1005555688,area;thing #waist N
1003082979,machine;thing #computer N
1004407435,place_of_worship;thing #temple N
1008256369,party;thing #social N
1009569330,roman_deity;thing #neptune N
1006778102,wit;thing #laugh N
1002909870,vessel;thing #pail N
3001050890,adj #wretched J
3002336109,adj #decent J
1002948072,lamp;thing #candle N
4000054212,how #next A
1004376400,electronic_instrument;thing #synthesizer N
2001820302,occur #enjoy V
4000049433,how #now A
1009963320,skilled_worker;thing #cook N
1013686660,british_monetary_unit;thing;currency #pound N
1005313822,protective_fold;thing #lid N
2000641252,calculate;do #take_off V
4000232862,how #out A
1013746672,quantity #11 N
1010514429,official;thing;living_thing;person #referee N
1004298171,stairway;thing #stairs N
1008957381,asian_country;thing #Lebanon N
4000087542,how #forever A
1011371254,four-minute_man;thing #walker N
1010399491,genitor;thing;living_thing;person #parent N
1015168475,hour;thing #bedtime N
1010427764,therapist;thing #physiotherapist N
2002242464,exchange;do #sell V
1013865298,solid;thing #cylinder N
1008952190,european_country;thing #Hungary N
1003001627,seat;thing;chair;object #chair N
1008765890,scandinavian_country;thing #Sweden N
1010476086,unfortunate;thing;person;living_thing #prisoner N
1009887034,expert;thing #estimator N
1003732992,ship;thing #mayflower N
1000188766,score;thing #touchdown N
1006300193,form;thing #theme N
1009359803,natural_elevation;thing;place #mountain N
1015213406,gregorian_calendar_month;thing #november N
1003706653,memory_device;thing #disc N
1004468005,public_transport;thing;vehicle #train N
3001587077,adj #nasty J
2002203362,be #have V
1003932203,part;thing #piece N
1008848731,asian_country;thing #Bangladesh N
1007695965,snack_food;thing #sandwich N
1000575741,activity;abstract_thing #work N
2001974062,move;do #lift V
1003481824,striker;thing #cock N
1003383948,cutlery;thing #fork N
1006688274,mention;abstract_thing #credit N
1010120533,horticulturist;thing;person;living_thing #gardener N
1004477387,exercise_device;thing #treadmill N
1004331639,device;thing #straightener N
1014145501,respiratory_disease;thing #cold N
1010665698,university_student;person #student N
3000125993,adj #above J
1011508382,precipitation;thing #snowfall N
1005514081,reproductive_organ;thing #private_parts N
1007806221,dish;thing;food #salad N
2001745722,put_into_print;do #publish V
1011509570,storm;thing #blizzard N
1014974264,material;thing;reading_thing;object #paper N
1003182506,road;thing #detour N
3001125429,adj;appearance #bad J
1004587648,framework;thing;object #window N
2001546111,be_upright;be #stand V
4000008600,how #solely A
3000381097,adj #red J
1008978343,south_american_country;thing #Paraguay N
1003281145,lifting_device;thing #lift N
1006396142,section;thing #chapter N
3000193799,adj #horrendous J
3001922763,adj #quiet J
1003188531,garment;thing #diapers N
1005282746,bone;thing #tooth N
2001414467,rap;do #knock V
1008750334,country;thing #Cuba N
1113694367,fractional_monetary_unit;thing #penny N
1000729108,school_assignment;thing #homework N
1003720163,representation;thing #map N
2000610167,be #forget V
4000061677,how #suddenly A
1015212167,gregorian_calendar_month;thing #july N
1010189776,wife;thing #housewife N
1009270894,place #Earth N
1002159955,arthropod;thing #insect N
1009303008,natural_elevation;thing;place #hill N
1013879320,polygon;thing #trigon N
1010638922,athlete;thing;living_thing;person #sportsman N
1000433802,sport;thing #gymnastics N
1003727837,floor_cover;thing #mat N
1007657903,cut;thing #steak N
1007635155,cake;thing #cooky N
1000306426,travel;thing #journey N
2002251743,give_money;do #pay V
1010072708,person;thing #explorer N
3002432682,adj;feelings #bored J
2002120140,itch;do #tickle V
1009722898,mexican;thing #greaser N
1003044166,jewelry;thing #clip N
1004317976,lever;thing #joystick N
2001277974,change_surface;do #fold V
1004238321,fastener;thing #zipper N
1002309337,larva;thing;living_thing #caterpillar N
1004270147,turner;thing #spatula N
1009057311,american_state;thing #Arizona N
1008820121,north_american_country;thing #Canada N
1004303497,machine;thing #stapler N
1015237250,season;thing #summer N
1002821627,room;thing;place #bedroom N
1000015388,organism;thing;living_thing #animal N
1013878634,rectangle;thing #square N
2002009433,occur #go_away V
1010104209,supervisor;thing #gaffer N
1009568051,greek_deity;thing;place #Uranus N
1009544433,spirit;thing #jinni N
1003875218,coating;thing #paint N
1002084071,canine;thing;living_thing #dog N
1004199027,footwear;thing;object #shoe N
1004536866,musical_instrument;thing #violin N
1012933403,herb;thing #celery N
